TIMESLOT,Actual,Predicted
2018-12-19 13:00:00,3150.91,3258.561221239573
2018-12-19 14:00:00,2906.64,3258.561221239573
2018-12-19 15:00:00,3091.79,3264.1772176860627
2018-12-19 16:00:00,3028.47,3283.158864159567
2018-12-19 17:00:00,3094.16,3237.697946557283
2018-12-19 18:00:00,3421.83,2746.7639546402625
2018-12-19 19:00:00,3331.18,2632.2526733607533
2018-12-19 20:00:00,3177.34,2276.2498023536286
2018-12-19 21:00:00,2889.84,2375.9800555871543
2018-12-19 22:00:00,2632.82,2312.803755373677
2018-12-19 23:00:00,2220.58,2113.5307408548388
2018-12-20 00:00:00,1841.03,1985.078404245472
2018-12-20 01:00:00,1656.86,1833.1152823916748
2018-12-20 02:00:00,1553.99,1783.8730037846904
2018-12-20 03:00:00,1490.87,1762.0330074534504
2018-12-20 04:00:00,1497.0,1901.4016875651778
2018-12-20 05:00:00,1701.06,2018.6154741606847
2018-12-20 06:00:00,2450.28,2283.268966039046
2018-12-20 07:00:00,3283.85,2637.831128134299
2018-12-20 08:00:00,3588.18,2622.4874036535916
2018-12-20 09:00:00,3618.89,2702.5805844672223
2018-12-20 10:00:00,3804.76,2976.1199326213095
2018-12-20 11:00:00,3672.92,3306.2462680629196
2018-12-20 12:00:00,3591.63,3308.3334956136555
2018-12-20 13:00:00,3225.39,3261.7073098753026
2018-12-20 14:00:00,3033.5,3292.3513194913776
2018-12-20 15:00:00,2997.14,3286.304952795297
2018-12-20 16:00:00,2943.64,3289.5993032492747
2018-12-20 17:00:00,3087.66,3263.120032120495
2018-12-20 18:00:00,3436.99,2965.9542607700323
2018-12-20 19:00:00,3451.9,2657.697764204762
2018-12-20 20:00:00,3236.0,2301.6718879168407
2018-12-20 21:00:00,2931.3,2401.4021411503663
2018-12-20 22:00:00,2618.48,2338.225840936889
2018-12-21 00:00:00,1860.95,2021.1807655018333
2018-12-21 01:00:00,1671.99,1825.2808474912686
2018-12-21 02:00:00,1564.81,1706.3509575517128
2018-12-21 03:00:00,1516.66,1464.36487179151
2018-12-21 04:00:00,1517.94,1526.527921713069
2018-12-21 05:00:00,1720.35,1526.527921713069
2018-12-21 06:00:00,2497.79,1904.896642105756
2018-12-21 07:00:00,3412.58,2464.1072044473703
2018-12-21 08:00:00,3746.24,2711.8251207850417
2018-12-21 09:00:00,3816.54,2602.3348699620287
2018-12-21 10:00:00,4031.31,2970.8104533065725
2018-12-21 11:00:00,3964.63,3015.77778638728
2018-12-21 12:00:00,3714.62,3098.075898663188
2018-12-21 13:00:00,3360.9,2919.406966833436
2018-12-21 14:00:00,3119.32,2970.1395576900914
2018-12-21 15:00:00,3048.05,2840.0363297419344
2018-12-21 16:00:00,2986.47,2914.5694691749
2018-12-21 17:00:00,3096.53,2773.783011264443
2018-12-21 18:00:00,3442.8,2591.884647725419
2018-12-21 19:00:00,3455.88,2393.8859896684708
2018-12-21 20:00:00,3273.71,2321.1974487696853
2018-12-21 21:00:00,2922.82,2222.7304916800463
2018-12-21 22:00:00,2704.02,2123.9069280913736
2018-12-21 23:00:00,2303.08,2109.903346173075
2018-12-22 00:00:00,1915.84,1995.650518613117
2018-12-22 01:00:00,1708.29,1807.4858380565402
2018-12-22 02:00:00,1592.35,1645.9399369776252
2018-12-22 03:00:00,1522.83,1545.8223459455373
2018-12-22 04:00:00,1536.74,1641.8298983179438
2018-12-22 05:00:00,1727.64,1629.5223976562086
2018-12-22 06:00:00,2276.35,2008.4895155773047
2018-12-22 07:00:00,2994.37,2567.7000779189198
2018-12-22 08:00:00,3490.28,2815.417994256591
2018-12-22 09:00:00,3604.26,2698.8847441657763
2018-12-22 10:00:00,3745.53,3060.9858815557727
2018-12-22 11:00:00,3755.49,3077.3876542783914
2018-12-22 12:00:00,3504.65,3041.280854259077
2018-12-22 13:00:00,3198.85,2838.8272765763822
2018-12-22 14:00:00,2948.69,2961.210633127812
2018-12-22 15:00:00,2873.67,2653.314668906914
2018-12-22 16:00:00,2783.22,2742.4488758102775
2018-12-22 17:00:00,2930.78,2775.8534991401375
2018-12-22 18:00:00,3296.39,2593.9551356011134
2018-12-22 19:00:00,3288.96,2407.213723634852
2018-12-22 20:00:00,3069.6,2334.5251827360667
2018-12-22 21:00:00,2836.73,2362.014397283594
2018-12-22 22:00:00,2555.73,2319.06836327262
2018-12-22 23:00:00,2202.79,2197.5958840055223
2018-12-23 00:00:00,1845.02,2195.200263498048
2018-12-23 01:00:00,1649.47,1930.7681989331822
